id,NestCode,Latitude,Longitude,Date,Year,Spec,Status,Presence
108,NP-KZ19,42.693127,70.402473,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
109,NP-KZ20,42.82992,69.84876,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
110,NP-KZ21,43.128515,69.553837,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
111,NP-KZ22-1,43.422,70.6429,4/23/2010,2010,Neophron percnopterus,Occupied bt,1
112,NP-KZ25,43.190405,70.386967,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
113,NP-KZ26-1 (NEST),43.24263,70.29129,4/8/2010,2010,Neophron percnopterus,Occupied bt,1
114,NP-KZ27,43.085389,69.846038,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
115,NP-KZ28,43.516403,69.879951,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
116,NP-KZ29,43.540157,69.798922,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
117,NP-KZ33 (NP03),43.192506,70.326098,4/8/2010,2010,Neophron percnopterus,Occupied bt,1
118,NP-KZ34-1 (NP04A),43.14435,69.93725,4/10/2010,2010,Neophron percnopterus,Occupied bt,1
119,NP-KZ35-1 (NP05),43.08525,69.88986,4/11/2010,2010,Neophron percnopterus,Occupied bt,1
120,NP-KZ36-1 (NP06),42.99665,69.97498,4/11/2010,2010,Neophron percnopterus,Occupied bt,1
121,NP-KZ37-1 (NP07),42.86605,70.05078,4/12/2010,2010,Neophron percnopterus,Occupied bt,1
122,NP-KZ38-1,42.92967,69.98977,4/12/2010,2010,Neophron percnopterus,Occupied bt,1
123,NP-KZ39-1 (NP08),43.436411,68.912613,4/15/2010,2010,Neophron percnopterus,Occupied bt,1
124,NP-KZ40 (NP09),43.594624,68.956481,4/16/2010,2010,Neophron percnopterus,Occupied bt,1
125,NP-KZ41 (NP10),43.55645,68.92598,4/16/2010,2010,Neophron percnopterus,Occupied bt,1
126,NP-KZ42-1 (NP11),43.48982,68.8502,4/16/2010,2010,Neophron percnopterus,Occupied bt,1
127,NP-KZ44-1,43.461088,68.714191,4/17/2010,2010,Neophron percnopterus,Occupied bt,1
128,NP-KZ45-1 (NP13),43.87722,67.9518,4/18/2010,2010,Neophron percnopterus,Occupied bt,1
129,NP-KZ15,42.814381,70.940054,6/5/2003,2010,Neophron percnopterus,Alternative nest,1
130,NP-KZ22,43.420866,70.628511,6/5/2003,2010,Neophron percnopterus,Alternative nest,1
131,NP-KZ24,43.649985 ,70.141436,6/5/2003,2010,Neophron percnopterus,Alternative nest,1
132,NP-KZ26,43.247325,70.286167,6/5/2003,2010,Neophron percnopterus,Alternative nest,1
133,NP-KZ34-2 (NP04B),43.1467,69.93247,4/10/2010,2010,Neophron percnopterus,Alternative nest,1
134,NP-KZ44-2,43.46661,68.71099,4/17/2010,2010,Neophron percnopterus,Alternative nest,1
135,,43.51892,69.44972,,,,,0
136,,43.52365,69.4371,,,,,0
137,,43.49264,69.4258,,,,,0
138,,43.42335,69.61423,,,,,0
139,,43.49624,69.68282,,,,,0
140,,43.50678,69.65643,,,,,0
141,,43.51128,69.63992,,,,,0
142,,43.54076,69.54966,,,,,0
143,,43.54428,69.53882,,,,,0
144,,43.13145,71.04275,,,,,0
145,,43.141,71.0317,,,,,0
146,,43.24426,70.91756,,,,,0
147,,43.25173,70.91156,,,,,0
148,,43.28397,70.87473,,,,,0
149,,43.83696,70.97569,,,,,0
150,,43.82306,70.97015,,,,,0
151,,43.80279,70.96917,,,,,0
152,,43.76375,70.94385,,,,,0
153,,43.6979,70.93246,,,,,0
154,,43.68603,70.93098,,,,,0
155,,43.65247,70.9273,,,,,0
156,,43.66613,70.92669,,,,,0
157,,43.61491,70.92616,,,,,0
158,,43.6049,70.922,,,,,0
159,,43.538,70.89834,,,,,0
160,,43.50666,70.88672,,,,,0
161,,43.51727,70.86874,,,,,0
162,,43.75541,70.1009,,,,,0
163,,43.75249,70.10914,,,,,0
164,,43.80446,70.18468,,,,,0
165,,43.78359,70.53459,,,,,0
166,,43.79325,70.53438,,,,,0
167,,43.6788,70.51204,,,,,0
168,,43.69026,70.52674,,,,,0
169,,43.70425,70.52009,,,,,0
170,,43.71473,70.50871,,,,,0
171,,43.58749,70.25615,,,,,0
172,,43.6105,70.24267,,,,,0
173,,43.54992,70.3302,,,,,0
174,,43.56528,70.31544,,,,,0
175,,43.72211,69.52105,,,,,0
176,,43.71209,69.52736,,,,,0
177,,43.40769,70.01426,,,,,0
178,,43.41001,70.0075,,,,,0
179,,43.41152,70.00806,,,,,0
180,,43.42378,69.98241,,,,,0
181,,43.42235,69.97198,,,,,0
182,,43.42989,69.94932,,,,,0
183,,43.44086,69.90654,,,,,0
184,,43.42841,69.92538,,,,,0
185,,43.43405,69.92658,,,,,0
186,,43.36774,68.11575,,,,,0
187,,43.37398,68.10506,,,,,0
188,,42.78709,69.66183,,,,,0
189,,42.80634,69.65745,,,,,0
190,,42.79888,69.65852,,,,,0
191,,42.93529,69.63914,,,,,0
192,,42.93441,69.62481,,,,,0
193,,42.94641,69.63125,,,,,0
194,,42.99413,69.50153,,,,,0
195,,42.99909,69.5193,,,,,0
196,,43.00887,69.45414,,,,,0
197,,43.01165,69.44382,,,,,0
198,,43.01199,69.44794,,,,,0
199,,43.02834,69.40554,,,,,0
200,,43.03806,69.37833,,,,,0
201,,43.03751,69.28101,,,,,0
202,,43.04717,69.28093,,,,,0
203,,43.08324,69.17525,,,,,0
204,,43.08958,69.13556,,,,,0
205,,43.74196,67.52379,,,,,0
206,,43.66094,67.61279,,,,,0
207,,43.93067,68.81427,,,,,0
208,,44.12568,68.484,,,,,0
209,,44.05713,68.56502,,,,,0
210,,43.48596,70.62168,,,,,0
211,,43.51211,70.61412,,,,,0
212,,43.27161,70.44214,,,,,0
213,,43.27842,70.42841,,,,,0
214,,43.28498,70.41262,,,,,0
215,,43.19888,70.46677,,,,,0
216,,43.18909,70.41849,,,,,0
217,,43.19102,70.40635,,,,,0
218,,43.14583,70.43204,,,,,0
219,,43.14878,70.47701,,,,,0
220,,42.9085,70.52594,,,,,0
221,,42.71693,70.87394,,,,,0
222,,42.71983,70.87235,,,,,0
223,,42.73665,70.87703,,,,,0
224,,42.80411,71.07508,,,,,0
225,,42.80619,71.13173,,,,,0
226,,42.80505,71.1089,,,,,0
227,,42.94962,70.88679,,,,,0
228,,42.93974,70.83446,,,,,0
229,,42.93348,70.7873,,,,,0
230,,42.933,70.76014,,,,,0
231,,42.94745,70.6829,,,,,0
232,,42.9433,70.71165,,,,,0
233,,42.92602,70.73139,,,,,0
234,,42.91726,70.78219,,,,,0
235,,42.90368,70.75764,,,,,0
236,,42.95533,71.04441,,,,,0
237,,42.94559,71.0693,,,,,0
238,,42.94666,71.11076,,,,,0
239,,42.95043,71.08123,,,,,0
240,,43.27638,71.57612,,,,,0
241,,43.28049,71.56233,,,,,0
242,,43.28027,71.5689,,,,,0
243,,43.40102,71.56953,,,,,0
244,,43.38262,71.57047,,,,,0
245,,43.39971,71.58292,,,,,0
246,,43.41504,71.54985,,,,,0
247,,43.40794,71.54839,,,,,0
248,,43.38129,71.46051,,,,,0
249,,43.40357,71.45222,,,,,0
250,,43.40258,71.41548,,,,,0
251,,43.41586,71.40707,,,,,0
252,,43.4345,71.3845,,,,,0
253,,43.95765,70.96252,,,,,0
254,,43.94195,70.94724,,,,,0
255,,43.91574,70.94742,,,,,0
256,,43.92413,70.86048,,,,,0
257,,43.93291,70.83913,,,,,0
258,,43.94447,70.82488,,,,,0
259,,43.9517,70.83433,,,,,0
260,,43.93712,70.70346,,,,,0
261,,43.93119,70.72093,,,,,0
262,,43.93502,70.71234,,,,,0
263,,43.93008,70.63402,,,,,0
264,,43.92828,70.61887,,,,,0
265,,43.92163,70.57769,,,,,0
266,,43.92504,70.56894,,,,,0
267,,43.92833,70.51925,,,,,0
268,,43.93246,70.5187,,,,,0
269,,43.96702,70.47802,,,,,0
270,,43.96864,70.48637,,,,,0
271,,43.96833,70.47435,,,,,0
272,,43.96914,70.47506,,,,,0
273,,44.01638,70.41846,,,,,0
274,,44.01046,70.44103,,,,,0
275,,44.01537,70.42262,,,,,0
276,,44.03731,70.3797,,,,,0
277,,44.05276,70.45947,,,,,0
278,,44.21148,70.08601,,,,,0
279,,44.21296,70.07966,,,,,0
280,,44.14824,70.23819,,,,,0
281,,44.14972,70.23019,,,,,0
282,,44.1484,70.23716,,,,,0
283,,44.15038,70.24014,,,,,0
284,,44.15063,70.24293,,,,,0
285,,44.09923,70.31164,,,,,0
286,,44.0971,70.31299,,,,,0
287,,44.09623,70.32912,,,,,0
288,,44.0642,70.32974,,,,,0
289,,43.98569,70.33008,,,,,0
290,,43.98813,70.33115,,,,,0
291,,44.00367,70.32057,,,,,0
292,,44.00627,70.31737,,,,,0
293,,44.01318,70.31548,,,,,0
294,,44.01507,70.31136,,,,,0
295,,43.99041,70.28638,,,,,0
296,,43.99152,70.28638,,,,,0
297,,43.99913,70.28726,,,,,0
298,,44.00629,70.28606,,,,,0
299,,43.95342,70.36467,,,,,0
300,,43.93841,70.37411,,,,,0
301,,43.93272,70.36064,,,,,0
302,,43.89953,70.2836,,,,,0
303,,43.9157,70.25283,,,,,0
304,,43.91703,70.23995,,,,,0
305,,43.91091,70.24699,,,,,0
306,,43.92455,70.23708,,,,,0
307,,43.93092,70.23004,,,,,0
308,,43.92999,70.21364,,,,,0
309,,43.91245,69.80943,,,,,0
310,,43.91463,69.80649,,,,,0
311,,43.89762,69.77001,,,,,0
312,,43.90811,69.71885,,,,,0
313,,43.9363,69.7216,,,,,0
314,,43.97387,69.78271,,,,,0
315,,43.96102,69.71542,,,,,0
316,,44.00183,67.2298,,,,,0
317,,44.0739,67.122,,,,,0
318,,44.11828,67.03754,,,,,0
319,,44.13307,66.95926,,,,,0
320,,44.0149,67.47507,,,,,0
321,,44.01368,67.46924,,,,,0
322,,44.01511,67.44408,,,,,0
323,,44.00755,67.43767,,,,,0
324,,44.00216,67.42584,,,,,0
325,,44.00121,67.43305,,,,,0
326,,43.99357,67.41169,,,,,0
327,,43.97372,67.37392,,,,,0
328,,43.96192,67.35203,,,,,0
329,,43.67196,68.09498,,,,,0
330,,43.62636,68.05283,,,,,0
331,,43.63289,68.05658,,,,,0
332,,43.62419,68.05996,,,,,0
333,,43.60025,68.07593,,,,,0
334,,43.60143,68.06814,,,,,0
335,,43.5809,68.08903,,,,,0
336,,43.57263,68.09672,,,,,0
337,,43.54693,68.11906,,,,,0
338,,43.54635,68.1203,,,,,0
339,,43.5452,68.12416,,,,,0
340,,43.54748,68.11409,,,,,0
341,,43.53503,68.19262,,,,,0
342,,43.53536,68.19015,,,,,0
343,,43.53735,68.17702,,,,,0
344,,43.53592,68.20303,,,,,0
345,,43.53549,68.19897,,,,,0
346,,43.53379,68.21454,,,,,0
347,,43.52815,68.23342,,,,,0
348,,43.52577,68.24782,,,,,0
349,,43.52397,68.2946,,,,,0
350,,43.44346,68.55729,,,,,0
351,,43.43966,68.55304,,,,,0
352,,43.42716,68.63167,,,,,0
353,,43.43209,68.61965,,,,,0
354,,43.43215,68.60124,,,,,0
355,,43.43243,68.69557,,,,,0
356,,43.4314,68.68536,,,,,0
357,,43.43177,68.72531,,,,,0
358,,43.43636,68.74351,,,,,0
359,,43.43311,68.76938,,,,,0
360,,43.69861,69.23927,,,,,0
361,,43.7125,69.21867,,,,,0
362,,43.76707,69.17472,,,,,0
363,,43.68892,69.11189,,,,,0
364,,43.6554,69.08924,,,,,0
365,,43.64745,69.06743,,,,,0
366,,43.61465,69.04615,,,,,0
