id,NestCode,Latitude,Longitude,Date,Year,Spec,Status,Presence
129,157,43.48596,70.62168,,,,,0
130,156,43.51211,70.61412,,,,,0
131,155,43.27161,70.44214,,,,,0
132,154,43.27842,70.42841,,,,,0
133,153,43.28498,70.41262,,,,,0
134,152,43.19888,70.46677,,,,,0
135,151,43.18909,70.41849,,,,,0
136,150,43.19102,70.40635,,,,,0
137,149,43.14583,70.43204,,,,,0
138,148,43.14878,70.47701,,,,,0
139,147,42.9085,70.52594,,,,,0
140,146,42.71693,70.87394,,,,,0
141,145,42.71983,70.87235,,,,,0
142,144,42.73665,70.87703,,,,,0
143,143,42.80411,71.07508,,,,,0
144,142,42.80619,71.13173,,,,,0
145,141,42.80505,71.1089,,,,,0
146,140,42.94962,70.88679,,,,,0
147,139,42.93974,70.83446,,,,,0
148,138,42.93348,70.7873,,,,,0
149,137,42.933,70.76014,,,,,0
150,136,42.94745,70.6829,,,,,0
151,135,42.9433,70.71165,,,,,0
152,134,42.92602,70.73139,,,,,0
153,133,42.91726,70.78219,,,,,0
154,132,42.90368,70.75764,,,,,0
155,131,42.95533,71.04441,,,,,0
156,130,42.94559,71.0693,,,,,0
157,129,42.94666,71.11076,,,,,0
158,128,42.95043,71.08123,,,,,0
159,127,43.27638,71.57612,,,,,0
160,126,43.28049,71.56233,,,,,0
161,125,43.28027,71.5689,,,,,0
162,124,43.40102,71.56953,,,,,0
163,123,43.38262,71.57047,,,,,0
164,122,43.39971,71.58292,,,,,0
165,121,43.41504,71.54985,,,,,0
166,120,43.40794,71.54839,,,,,0
167,119,43.38129,71.46051,,,,,0
168,118,43.40357,71.45222,,,,,0
169,117,43.40258,71.41548,,,,,0
170,116,43.41586,71.40707,,,,,0
171,115,43.4345,71.3845,,,,,0
172,114,43.95765,70.96252,,,,,0
173,113,43.94195,70.94724,,,,,0
174,112,43.91574,70.94742,,,,,0
175,111,43.92413,70.86048,,,,,0
176,110,43.93291,70.83913,,,,,0
177,109,43.94447,70.82488,,,,,0
178,108,43.9517,70.83433,,,,,0
179,107,43.93712,70.70346,,,,,0
180,106,43.93119,70.72093,,,,,0
181,105,43.93502,70.71234,,,,,0
182,104,43.93008,70.63402,,,,,0
183,103,43.92828,70.61887,,,,,0
184,102,43.92163,70.57769,,,,,0
185,101,43.92504,70.56894,,,,,0
186,100,43.92833,70.51925,,,,,0
187,99,43.93246,70.5187,,,,,0
188,98,43.96702,70.47802,,,,,0
189,97,43.96864,70.48637,,,,,0
190,96,43.96833,70.47435,,,,,0
191,95,43.96914,70.47506,,,,,0
192,94,44.01638,70.41846,,,,,0
193,93,44.01046,70.44103,,,,,0
194,92,44.01537,70.42262,,,,,0
195,91,44.03731,70.3797,,,,,0
196,90,44.05276,70.45947,,,,,0
197,89,44.21148,70.08601,,,,,0
198,88,44.21296,70.07966,,,,,0
199,87,44.14824,70.23819,,,,,0
200,86,44.14972,70.23019,,,,,0
201,85,44.1484,70.23716,,,,,0
202,84,44.15038,70.24014,,,,,0
203,83,44.15063,70.24293,,,,,0
204,82,44.09923,70.31164,,,,,0
205,81,44.0971,70.31299,,,,,0
206,80,44.09623,70.32912,,,,,0
207,79,44.0642,70.32974,,,,,0
208,788,43.98569,70.33008,,,,,0
209,77,43.98813,70.33115,,,,,0
210,76,44.00367,70.32057,,,,,0
211,75,44.00627,70.31737,,,,,0
212,74,44.01318,70.31548,,,,,0
213,73,44.01507,70.31136,,,,,0
214,72,43.99041,70.28638,,,,,0
215,71,43.99152,70.28638,,,,,0
216,70,43.99913,70.28726,,,,,0
217,69,44.00629,70.28606,,,,,0
218,68,43.95342,70.36467,,,,,0
219,67,43.93841,70.37411,,,,,0
220,66,43.93272,70.36064,,,,,0
221,65,43.89953,70.2836,,,,,0
222,64,43.9157,70.25283,,,,,0
223,63,43.91703,70.23995,,,,,0
224,62,43.91091,70.24699,,,,,0
225,61,43.92455,70.23708,,,,,0
226,60,43.93092,70.23004,,,,,0
227,59,43.92999,70.21364,,,,,0
228,58,43.91245,69.80943,,,,,0
229,57,43.91463,69.80649,,,,,0
230,56,43.89762,69.77001,,,,,0
231,55,43.90811,69.71885,,,,,0
232,54,43.9363,69.7216,,,,,0
233,53,43.97387,69.78271,,,,,0
234,52,43.96102,69.71542,,,,,0
235,51,44.00183,67.2298,,,,,0
236,50,44.0739,67.122,,,,,0
237,49,44.11828,67.03754,,,,,0
238,48,44.13307,66.95926,,,,,0
239,47,44.0149,67.47507,,,,,0
240,46,44.01368,67.46924,,,,,0
241,45,44.01511,67.44408,,,,,0
242,44,44.00755,67.43767,,,,,0
243,43,44.00216,67.42584,,,,,0
244,42,44.00121,67.43305,,,,,0
245,41,43.99357,67.41169,,,,,0
246,40,43.97372,67.37392,,,,,0
247,39,43.96192,67.35203,,,,,0
248,38,43.67196,68.09498,,,,,0
249,37,43.62636,68.05283,,,,,0
250,36,43.63289,68.05658,,,,,0
251,35,43.62419,68.05996,,,,,0
252,34,43.60025,68.07593,,,,,0
253,33,43.60143,68.06814,,,,,0
254,32,43.5809,68.08903,,,,,0
255,31,43.57263,68.09672,,,,,0
256,30,43.54693,68.11906,,,,,0
257,29,43.54635,68.1203,,,,,0
258,28,43.5452,68.12416,,,,,0
259,27,43.54748,68.11409,,,,,0
260,26,43.53503,68.19262,,,,,0
261,25,43.53536,68.19015,,,,,0
262,24,43.53735,68.17702,,,,,0
263,23,43.53592,68.20303,,,,,0
264,22,43.53549,68.19897,,,,,0
265,21,43.53379,68.21454,,,,,0
266,20,43.52815,68.23342,,,,,0
267,19,43.52577,68.24782,,,,,0
268,18,43.52397,68.2946,,,,,0
269,17,43.44346,68.55729,,,,,0
270,16,43.43966,68.55304,,,,,0
271,15,43.42716,68.63167,,,,,0
272,14,43.43209,68.61965,,,,,0
273,13,43.43215,68.60124,,,,,0
274,12,43.43243,68.69557,,,,,0
275,11,43.4314,68.68536,,,,,0
276,10,43.43177,68.72531,,,,,0
277,9,43.43636,68.74351,,,,,0
278,8,43.43311,68.76938,,,,,0
279,7,43.69861,69.23927,,,,,0
280,6,43.7125,69.21867,,,,,0
281,5,43.76707,69.17472,,,,,0
282,4,43.68892,69.11189,,,,,0
283,3,43.6554,69.08924,,,,,0
284,2,43.64745,69.06743,,,,,0
285,1,43.61465,69.04615,,,,,0
