id,longitude,latitude,EVI_mean,Map_world_cover,NDVI_mean,Presence,RIX,aspect,bio02,bio06,bio07,bio08,bio14,bio15,bio19,corr,cov,cti,elevation,entropy,geom,homogeneity,pielou,power_density_10,random,range,slope,spi,tpi,vrm,wind_speed_50,world_cover_Bare_sparse_vegetation,world_cover_Cropland,world_cover_Grassland,world_cover_Shrubland,world_cover_Tree_cover
81,69.84485,42.831122,0.24770000576972961,30,0.38029998540878296,1,0.2031068205833435,263.50786251429486,126,-107,417,94,5,56,159,2115,1497,-3.572375535964966,1038,25800,6,3157,9127,332.7149353027344,0.7600118002456887,1580,39.638179779052734,0.019700130447745323,-8.239875793457031,0.01097952015697956,6.815859794616699,0,0,1,0,0
82,69.54887,43.13711,0.21744999289512634,30,0.33044999837875366,1,0.008780471049249172,266.6139273096076,131,-90,428,47,2,60,112,2508,716,0.38534748554229736,523,27346,7,3298,9548,117.96504211425781,0.4622307708129848,758,14.352067947387695,7.099781513214111,-4.533551216125488,0.01633451133966446,6.308443546295166,0,0,1,0,0
84,69.890489,43.073867,0.2601499855518341,30,0.3624500036239624,1,0.12174906581640244,225.33743768294144,129,-95,425,111,3,57,124,2041,1043,5.289649963378906,642,25079,9,3961,8938,26.26253318786621,0.20354137887812396,1696,6.023833274841309,3.547046661376953,-15.449332237243652,0.016384758055210114,4.227249622344971,0,0,1,0,0
85,69.97498,42.99665,0.26649999618530273,30,0.3889999985694885,1,0.07161160558462143,164.96697837335591,127,-103,421,100,5,56,138,3346,854,-2.275998830795288,861,28620,5,3125,9238,748.5973510742188,0.29192706892552356,1186,16.050146102905273,0.009629761800169945,-0.660984456539154,0.006247882731258869,7.52381706237793,0,0,1,0,0
86,70.05078,42.86605,0.40560001134872437,30,0.6406499743461609,1,0.26678887009620667,146.2467160939703,128,-92,420,111,4,56,142,3336,1665,5.312838554382324,759,28312,9,2033,9689,327.1125793457031,0.6141822152070678,2445,9.408538818359375,15.10528564453125,-20.986225128173828,0.04498527944087982,5.823789119720459,0,0,1,0,0
87,69.090143,43.379289,0.18369999527931213,30,0.24355000257492065,1,0.0018326672725379467,273.327763322225,132,-98,436,113,2,61,88,4232,862,3.1181135177612305,512,24561,9,4853,9171,691.0313110351562,0.3642367831917639,614,8.062918663024902,0.6876205205917358,-16.44392967224121,0.011968964710831642,8.446683883666992,0,0,1,0,0
88,69.420927,43.23757,0.1859000027179718,30,0.28255000710487366,1,0.000782450195401907,265.69006843860296,132,-89,432,50,2,59,98,1849,657,0.715743899345398,451,24570,9,4274,9207,370.6594543457031,0.20536181095303707,641,9.603294372558594,3.2185027599334717,1.0458128452301025,0.005288929678499699,7.6386308670043945,0,0,1,0,0
89,69.957933,43.538837,0.14464999735355377,30,0.20935000479221344,1,0.006004913244396448,254.20439773560395,130,-98,434,114,2,58,85,1566,788,1.6344451904296875,501,26908,10,4302,9766,49.77445602416992,0.242409112989447,554,13.139354705810547,12.508430480957031,-8.405308723449707,0.008176048286259174,4.779631614685059,0,0,0.8888888888888888,0,0.1111111111111111
90,70.036127,43.411131,0.2219499945640564,30,0.33880001306533813,1,0,248.5210374352425,128,-104,430,106,3,57,99,3112,1810,-1.5000723600387573,676,28163,6,3094,9367,202.62355041503906,0.6803851459369875,1543,11.716838836669922,2.51106595993042,-1.9360074996948242,0.0033840269315987825,5.578608989715576,0.1111111111111111,0,0.8888888888888888,0,0
92,69.878827,42.874656,0.31200000643730164,30,0.4805999994277954,1,0.22265535593032837,186.18085935241655,129,-83,422,53,3,59,135,2336,1183,-3.105739116668701,675,29543,6,1707,9746,744.4503173828125,0.7203108864890001,1948,20.55915641784668,0.007073049899190664,4.421665191650391,0.005227169953286648,8.123990058898926,0,0,1,0,0
94,69.703749,42.79504,0.24525000154972076,30,0.3720000088214874,1,0.0023646296467632055,326.7286274451394,130,-78,421,58,2,59,140,524,511,1.6937907934188843,516,22481,7,5166,8632,82.48421478271484,0.973504446585975,645,5.842611789703369,0.07017666846513748,-7.729911804199219,0.0077851456589996815,4.31021785736084,0,0,1,0,0
99,70.0528,42.8596805555556,0.4187000095844269,30,0.6675999760627747,1,0.3676372766494751,3.444259101568127,128,-92,420,111,4,56,142,3336,1665,-4.601372718811035,1093,28312,5,2033,9689,709.8123168945312,0.842478227651452,2445,53.661659240722656,0.020752543583512306,-7.887691020965576,0.04873640090227127,7.093102931976318,0.2222222222222222,0,0.6666666666666666,0,0.1111111111111111
100,70.572338,43.531338,0.12514999508857727,60,0.18934999406337738,1,0,153.36321814484896,129,-92,433,121,2,55,77,1793,1505,-2.9252967834472656,411,23646,6,4081,9025,92.60308837890625,0.4479089871667731,967,13.19741439819336,0.003180886385962367,-2.19232439994812,0.0017643639585003257,4.893974781036377,0.1111111111111111,0,0.8888888888888888,0,0
101,70.1418,43.65019,0.11190000176429749,30,0.16259999573230743,1,0,159.76885356853847,130,-96,438,119,2,56,75,2740,610,-1.4543360471725464,360,21817,6,5923,8822,73.34371185302734,0.9881039685706006,446,6.78422737121582,0.0038873576559126377,-0.7450932860374451,0.0004788037622347474,4.471480846405029,0,0,1,0,0
102,68.825276,43.45701,0.14444999396800995,30,0.21404999494552612,1,0.026542501524090767,61.435582710688834,132,-104,439,109,2,62,84,1413,957,-1.5068601369857788,610,23895,6,4405,8860,1003.439697265625,0.8036743712391488,621,5.827611446380615,0.0016184799605980515,4.836144924163818,0.007290936075150967,8.43156909942627,0,0,1,0,0
103,70.947015,42.891703 ,0.15154999494552612,30,0.2418999969959259,1,0,189.6822905976471,126,-90,419,117,4,51,104,1328,828,2.4947962760925293,623,27317,9,3830,9446,85.90837097167969,0.4876231156668899,1040,3.3333871364593506,0.11717527359724045,-3.384652614593506,0.0014689743984490633,3.252868413925171,0,0,1,0,0
105,71.121512,42.932627,0.16380000114440918,30,0.2984499931335449,1,0.055632174015045166,328.6274173536087,124,-105,418,101,6,48,104,427,534,-3.0081284046173096,721,23018,6,4491,8717,200.56634521484375,0.24006221499775582,564,26.00362205505371,0.012322202324867249,-4.320405960083008,0.006438532844185829,4.034059524536133,0,0,1,0,0
106,70.79618,42.87162,0.18690000474452972,30,0.3080500066280365,1,0.009940586052834988,328.76592804634777,126,-94,419,111,5,52,113,-3,1282,3.8523054122924805,702,28255,9,2591,9591,156.23211669921875,0.8099469925001836,1384,3.7231156826019287,0.33419373631477356,-2.9280221462249756,0.0027868999168276787,3.3712387084960938,0,0,1,0,0
107,70.477697,42.634593,0.3910999894142151,30,0.5590999722480774,1,0.15716470777988434,325.7986973898911,123,-115,411,84,9,52,158,1488,866,-3.6189980506896973,1338,28629,3,2623,9677,194.1705322265625,0.8386890976773178,1371,22.43565559387207,0.006163307931274176,14.935157775878906,0.012580287642776966,6.173841953277588,0,0,1,0,0
108,70.402473,42.693127,0.39340001344680786,30,0.5726500153541565,1,0.1261530965566635,6.162943161750477,124,-115,414,85,8,53,157,1140,892,-3.509157180786133,1238,29212,5,2224,9708,355.2646179199219,0.2238909483477357,1489,19.63743019104004,0.0051442766562104225,22.994333267211914,0.008618934080004692,6.776363372802734,0,0,1,0,0
109,69.84876,42.82992,0.3242500126361847,30,0.5070499777793884,1,0.2487429976463318,203.29676116110474,126,-107,417,94,5,56,159,2115,1497,-2.41359543800354,1180,25800,6,3157,9127,2934.208740234375,0.5504075808130395,1580,26.050756454467773,0.022977350279688835,12.130714416503906,0.0163363516330719,10.06170654296875,0,0,1,0,0
110,69.553837,43.128515,0.20280000567436218,30,0.29774999618530273,1,0.0066938865929841995,154.71003878908883,131,-87,429,51,2,61,109,2726,1014,3.7860562801361084,492,27458,7,3773,9267,306.6378479003906,0.855960116601271,849,7.2621917724609375,11.76356315612793,-1.7217223644256592,0.004872258752584457,6.544434547424316,0.2222222222222222,0,0.7777777777777777,0,0
113,70.29129,43.24263,0.13905000686645508,30,0.2061000019311905,1,0.013668064028024673,168.07471609439082,128,-97,427,112,3,55,103,940,493,-1.6579539775848389,678,21969,6,5990,8779,304.7322692871094,0.7748519536191489,338,13.056347846984863,0.013110148720443249,-3.5062108039855957,0.005799576640129089,5.142030239105225,0,0,1,0,0
115,69.879951,43.516403,0.1488499939441681,30,0.22255000472068787,1,0.026291443035006523,221.2679287643279,130,-99,435,114,2,58,85,2020,1070,-3.5634267330169678,633,28325,3,3431,9258,142.34829711914062,0.7045712022069107,866,15.464388847351074,0.0025513446889817715,16.3056640625,0.015736930072307587,5.855542182922363,0,0,1,0,0
116,69.798922,43.540157,0.15995000302791595,30,0.22975000739097595,1,0.0004909191629849374,244.2072154339724,129,-104,434,107,3,58,88,2844,592,3.4306788444519043,591,19826,9,5982,8918,104.07911682128906,0.5297367713215736,501,3.1024208068847656,0.1328601986169815,-6.098430156707764,0.005431757774204016,5.571517467498779,0,0,1,0,0
118,69.93725,43.14435,0.29144999384880066,30,0.40904998779296875,1,0.16107140481472015,187.9347279937609,126,-120,423,83,6,55,135,4039,1264,-3.3703019618988037,1106,29024,6,2154,9494,1453.996337890625,0.6559570417902941,1481,33.23344421386719,0.015540540218353271,5.727721214294434,0.0043192049488425255,9.956787109375,0,0,1,0,0
119,69.88986,43.08525,0.19840000569820404,30,0.2926500141620636,1,0.16464495658874512,253.21350691607574,127,-107,423,98,5,55,132,2182,2304,-3.4882349967956543,923,29662,7,1592,9674,1295.59326171875,0.3522966172507801,2364,37.076412200927734,0.01817513257265091,4.674545764923096,0.005646316334605217,8.984424591064453,0.1111111111111111,0,0.8888888888888888,0,0
122,69.98977,42.92967,0.5037000179290771,30,0.6918500065803528,1,0.06681809574365616,180,128,-98,420,105,4,57,141,1663,1607,2.03318190574646,729,29707,7,1057,9538,80.23870849609375,0.8008221571586513,2349,15.035564422607422,14.817412376403809,-9.36120891571045,0.04500029608607292,5.071460247039795,0,0.2222222222222222,0.7777777777777777,0,0
123,68.912613,43.436411,0.2405499964952469,30,0.3571999967098236,1,0.020926207304000854,86.8029716564789,132,-101,437,110,2,61,84,-218,799,3.1148581504821777,549,27198,9,3703,9287,304.40374755859375,0.4671252008857004,645,4.2682294845581055,0.9764803051948547,-3.8496358394622803,0.005443425849080086,6.96787166595459,0,0,1,0,0
124,68.956481,43.594624,0.24169999361038208,30,0.3551500141620636,1,0.10649898648262024,47.547052822291,129,-124,437,87,4,57,90,3657,1572,-3.385645866394043,960,28472,3,2596,9269,311.9278259277344,0.5090696070539489,1191,12.263519287109375,0.0017355099553242326,13.409662246704102,0.011207758449018002,7.615020275115967,0.3333333333333333,0,0.6666666666666666,0,0
125,68.92598,43.55645,0.19290000200271606,60,0.30535000562667847,1,0.08718273788690567,108.23238980564487,130,-118,437,94,3,58,88,5800,1827,-3.7180914878845215,899,29578,6,2402,9724,1350.640625,0.7949739115181162,1317,25.268224716186523,0.006002719979733229,-0.2472812533378601,0.012550795450806618,9.793840408325195,0.7777777777777777,0,0.2222222222222222,0,0
127,68.714191,43.461088,0.14499999582767487,30,0.2089499980211258,1,0.0549362413585186,285.7991672206928,132,-104,439,108,2,60,82,4619,955,1.7301781177520752,560,26828,10,4450,9511,529.1425170898438,0.44510219886556746,722,18.494247436523438,4.601307392120361,-9.131528854370117,0.018959008157253265,7.335559368133545,0.1111111111111111,0,0.8888888888888888,0,0
128,67.9518,43.87722,0.22595000267028809,30,0.3642500042915344,1,0.03543361648917198,7.89819033106987,130,-121,450,98,3,57,72,3498,859,-2.842470169067383,766,24687,6,4660,9282,166.88394165039062,0.5156523920155179,587,23.822717666625977,0.013591642491519451,-4.624378681182861,0.0021719515789300203,5.906776428222656,0,0,1,0,0
129,70.940054,42.814381,0.1902499943971634,30,0.3064500093460083,1,0,121.43745166133247,125,-95,417,110,5,50,111,134,785,3.4853053092956543,737,24401,10,3317,9261,72.26859283447266,0.714885707857751,817,2.803462266921997,0.1280122697353363,-3.567582607269287,0.0016248129541054368,3.629333257675171,0,0,1,0,0
130,70.628511,43.420866,0.1242000013589859,30,0.19740000367164612,1,0,173.95453723093726,129,-92,430,120,3,55,82,4094,1436,-2.6457104682922363,460,24511,6,3972,9131,92.31426239013672,0.8656385626083066,960,9.356466293334961,0.0023296717554330826,-1.6060817241668701,0.0004303692257963121,4.634365558624268,0,0,1,0,0
131,70.141436,43.649985 ,0.11699999868869781,30,0.17299999296665192,1,0,142.48307569935778,130,-94,439,122,2,58,74,0,0,-1.0205882787704468,351,0,6,0,0,73.34371185302734,0.20957390161482803,0,5.016251564025879,0.003309788415208459,-2.112497091293335,0.0006227087578736246,4.471480846405029,0,0,1,0,0
132,70.286167,43.247325,0.15815000236034393,30,0.23845000565052032,1,0.02100868709385395,261.2816884326849,128,-97,427,112,3,55,103,940,493,3.1092588901519775,644,21969,9,5990,8779,82.92283630371094,0.6607149838963042,338,15.981976509094238,4.108813762664795,-13.003705978393555,0.020787891000509262,4.070178031921387,0.2222222222222222,0,0.7777777777777777,0,0
133,69.93247,43.1467,0.34894999861717224,30,0.49904999136924744,1,0.16622930765151978,247.129781079729,127,-109,423,95,5,55,128,1967,830,-2.0776431560516357,984,24791,6,3754,9040,47.57674789428711,0.8293038089606376,947,24.480810165405273,0.02688213810324669,-9.61618423461914,0.011504560708999634,5.689671993255615,0,0,1,0,0
134,68.71099,43.46661,0.16324999928474426,30,0.2410999983549118,1,0.05253787711262703,72.05763580726385,132,-104,439,108,2,60,82,4619,955,-3.493218421936035,551,26828,6,4450,9511,788.5686645507812,0.8153197628194444,722,18.02031707763672,0.003148921998217702,12.966809272766113,0.00793206226080656,7.854771614074707,0,0,1,0,0
135,69.58409,44.11447,0.11389999836683273,20,0.17949999868869781,0,0,305.67655198880743,131,-106,449,115,2,61,57,-1216,206,-2.284404754638672,338,10413,3,7945,9011,85.73078918457031,0.7773725517777792,113,3.047940254211426,0.00042077156831510365,5.052209377288818,0.00109436537604779,5.4882402420043945,0,0,0.7777777777777777,0.2222222222222222,0
137,69.29364,44.12482,0.11599999666213989,30,0.1899999976158142,0,0,0,132,-109,451,112,2,60,55,-810,345,3.1239356994628906,362,17279,1,6547,7997,69.2839584350586,0.2664791435274747,168,0.6059727072715759,0.02223603054881096,-0.530509352684021,0.0003233057213947177,5.146222114562988,0,0,1,0,0
138,69.59541,44.30248,0.11334999650716782,30,0.1873999983072281,0,0,26.935710962340337,131,-112,454,112,2,56,53,3480,374,-0.24417157471179962,333,12116,6,8465,7725,79.8337631225586,0.5020125386177109,152,4.457702159881592,0.006508532911539078,0.9754647016525269,0.00012298150977585465,5.472603797912598,0,0,1,0,0
139,69.52158,44.25516,0.1128000020980835,30,0.19220000505447388,0,0,242.48482110119818,131,-111,452,112,2,58,54,-991,239,2.1867103576660156,331,8687,8,8589,5045,66.83695983886719,0.795429070673694,114,5.727952003479004,0.18271538615226746,-2.4893481731414795,0.0009916627313941717,5.307266712188721,0,0,0.7777777777777777,0.2222222222222222,0
140,69.52193,44.28159,0.10189999639987946,30,0.17994999885559082,0,0,54.400191179288704,131,-113,453,110,2,58,54,3884,438,-0.24821293354034424,336,18264,6,7405,8194,68.58574676513672,0.5007402130794533,191,3.1149768829345703,0.0032901696395128965,-0.16519609093666077,0.00004565284325508401,5.293120861053467,0,0,1,0,0
141,69.38849,44.22749,0.1151999980211258,30,0.180649995803833,0,0,54.37533631120692,132,-110,451,111,2,58,54,-157,251,3.872840166091919,342,7723,8,8965,4492,59.717750549316406,0.616695193721155,158,1.146554946899414,0.055731482803821564,-0.36278432607650757,0.00025929059484042227,5.176651477813721,0,0,1,0,0
142,69.14758,44.27502,0.10499999672174454,30,0.17479999363422394,0,0,232.36504752065423,132,-110,454,113,2,60,52,134,235,0.2128450721502304,329,11226,6,8109,9013,105.50007629394531,0.27012737375140117,108,5.319949626922607,0.014397645369172096,-3.6462621688842773,0.0010942273074761033,5.462827682495117,0,0,1,0,0
143,69.2183,44.2679,0.10045000165700912,30,0.17135000228881836,0,0,0,132,-113,454,109,2,60,52,4921,167,3.3149147033691406,317,1800,8,9776,2178,70.10285949707031,0.848248746689007,107,1.3363677263259888,0.10820292681455612,-1.5840368270874023,0.0003099296591244638,5.134700298309326,0,0,1,0,0
144,69.16131,44.22732,0.10965000092983246,30,0.18115000426769257,0,0,194.23721485648005,132,-111,453,111,2,62,53,7362,167,0.3207985758781433,309,4619,6,9504,0,83.51117706298828,0.2972224015505057,74,3.874828338623047,0.007394634187221527,-4.602027893066406,0.0012625196250155568,5.2694091796875,0,0,1,0,0
146,70.59714,42.36391,0.1282999962568283,30,0.18080000579357147,0,0.610144853591919,51.962558479050244,110,-205,402,-13,20,47,188,4103,2046,-2.7205212116241455,3041,29021,2,1990,9382,297.392578125,0.541519322244555,1651,9.098604202270508,0.0013077100738883018,33.658695220947266,0.06404426693916321,5.894379138946533,0.2222222222222222,0,0.7777777777777777,0,0
147,70.65272,42.34995,0.008299999870359898,60,0.006800000090152025,0,0.6409851908683777,29.03539310606236,108,-224,401,-34,22,46,193,1700,2885,-3.524594306945801,3164,26594,7,3986,9647,294.9962463378906,0.6206968369497123,661,33.98635482788086,0.01660015434026718,20.399776458740234,0.029757414013147354,5.542375564575195,1,0,0,0,0
148,70.61972,42.37513,0.1967500001192093,30,0.2933500111103058,0,0.5198476314544678,119.60827415303301,113,-181,403,10,17,48,179,4912,2332,-3.9554033279418945,2735,29214,6,1812,9681,1663.99951171875,0.22640875076291744,2334,33.10591506958008,0.008456090465188026,8.764693260192871,0.009609800763428211,9.379337310791016,0,0,1,0,0
149,70.57397,42.35607,0.14949999749660492,30,0.16044999659061432,0,0.49760866165161133,258.7476864912477,111,-205,402,-14,20,48,188,2158,1250,-2.410552978515625,3011,28855,6,2194,9564,2167.045654296875,0.9924450680184492,1318,22.074146270751953,0.017857426777482033,-6.22057580947876,0.005809605121612549,9.0006685256958,0,0,1,0,0
150,71.97576,42.83027,0.38694998621940613,30,0.6409500241279602,0,0.4278115928173065,328.93071532945294,118,-154,412,49,13,45,94,4539,1004,-2.119447708129883,1839,28488,9,2208,9378,1.8291919231414795,0.6912347654370496,1180,32.4345703125,0.07184131443500519,-16.822284698486328,0.023250866681337357,2.5582351684570312,0,0,1,0,0
151,71.99882,42.8121,0.31564998626708984,30,0.6551499962806702,0,0.33094191551208496,49.62595574386368,115,-171,410,30,15,45,104,3288,948,-2.554842233657837,1937,29481,6,2276,9709,4.519435405731201,0.7854511456796051,1501,30.279550552368164,0.02857085131108761,-1.1132867336273193,0.003901924705132842,2.948195457458496,0,0,0.7777777777777777,0,0.2222222222222222
153,71.94818,42.80366,0.3143500089645386,30,0.5091000199317932,0,0.13435254991054535,0,113,-190,410,10,18,45,115,3067,1683,2.970818281173706,2445,29836,5,1390,9697,80.23387145996094,0.9043460539498515,2206,6.009620666503906,0.26727527379989624,-3.2828428745269775,0.0023031397722661495,5.260492324829102,0,0,1,0,0
154,71.96054,42.80599,0.2953999936580658,30,0.48420000076293945,0,0.16077947616577148,270,113,-195,409,4,19,44,118,3865,2112,0.3024641275405884,2531,30314,6,1146,9849,196.5325469970703,0.6044063158957331,2921,3.413036584854126,0.012548569589853287,-1.2979415655136108,0.0006708333967253566,5.833309650421143,0,0,1,0,0
155,71.94844,42.82205,0.45879998803138733,30,0.708549976348877,0,0.3449380397796631,323.0841623006503,113,-190,409,9,18,45,115,5293,1628,-1.77311372756958,2258,29533,9,2018,9620,44.18265914916992,0.7739225200985498,2057,26.375097274780273,0.06548070907592773,-13.230559349060059,0.024331986904144287,4.134377479553223,0,0,1,0,0
156,71.91651,42.8172,0.28064998984336853,30,0.4964500069618225,0,0.21713705360889435,254.61987529460777,114,-186,410,15,18,44,114,4074,1565,-0.4059073328971863,2341,28878,9,2523,9449,167.7350616455078,0.7246314534839543,1631,7.529350280761719,0.031188955530524254,-7.878531455993652,0.011901448480784893,5.616044998168945,0,0,1,0,0
157,71.93608,42.82601,0.383650004863739,30,0.6674000024795532,0,0.40395399928092957,345.96538265029585,116,-164,411,38,14,46,101,4098,855,-1.891511082649231,2062,28759,7,2793,9327,62.89236068725586,0.7407431110902908,1197,25.83536148071289,0.059502094984054565,-24.126054763793945,0.04182855784893036,4.338397026062012,0,0,1,0,0
158,71.89111,42.82998,0.3456000089645386,30,0.6016499996185303,0,0.3131558299064636,332.42561403896127,114,-181,410,19,17,44,112,1293,1199,-1.5503493547439575,2246,27837,9,2011,9410,325.8628845214844,0.8625385070781765,1866,16.72361946105957,0.03956248238682747,-8.231746673583984,0.008971543982625008,6.77554988861084,0,0,1,0,0
159,71.92604,42.82274,0.29794999957084656,30,0.5335500240325928,0,0.29669269919395447,17.83317167248825,113,-188,410,13,18,44,115,3696,1519,-3.84397554397583,2267,29749,6,1987,9624,371.2381591796875,0.25308554456553956,1808,32.3635139465332,0.009036346338689327,6.095710277557373,0.010626200586557388,6.154009819030762,0,0,1,0,0
